Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2024-01-30,150.91293334960938,153.0651198773838,150.6439043322597,152.24808962231998,36331800
2024-01-31,139.59396362304688,143.47987070654617,139.3647834384674,143.10123840478371,71910000
2024-02-01,140.650146484375,142.5432777745924,140.2814725524416,141.60667053706408,40466500
2024-02-02,141.86572265625,142.10484603637684,136.00695658436337,138.75698188153785,62470600
2024-02-05,143.16102600097656,144.9445691030408,142.2642828482534,142.30414688383104,38505400
2024-02-06,143.5795135498047,144.83495692735022,142.6727968419626,144.12751477414923,29128200
2024-02-07,145.01429748535156,145.09401034685436,143.4101122563327,144.23711609029135,25208900
2024-02-08,145.38296508789062,145.80144618994143,144.57589330510174,145.30325222983242,22563800
2024-02-09,148.46182250976562,148.90023569338922,145.65200085309178,146.15019488835944,26829500
2024-02-12,146.99713134765625,148.80059132909076,146.83770560692685,147.88391612540983,21564100
2024-02-13,144.61575317382812,146.14022559186256,143.17099361993803,144.39654659834972,27837700
2024-02-14,145.41285705566406,145.9907638799773,143.56953330218784,145.55235075783116,22704200
2024-02-15,142.2543182373047,143.00160923320863,139.9526644025084,142.62297693010822,37590700
2024-02-16,140.012451171875,142.6728054053805,139.6338188527591,142.47353083877866,31451100
2024-02-20,140.6102752685547,141.56681447608818,138.9861731026745,139.15555724494791,25144700
2024-02-21,142.0351104736328,142.17460418355395,140.17185460093927,140.93907760734248,23315700
2024-02-22,143.56954956054688,144.47626632914975,142.28421567385627,144.40651186833028,27191900
2024-02-23,143.44003295898438,144.15741838056348,142.91193329556273,143.151071905206,19493800
2024-02-26,137.07310485839844,141.9255095674052,136.89374711196356,141.62659012579664,53641800
2024-02-27,138.3783721923828,138.74703089223482,136.5948291340012,137.5214778925495,33099200
2024-02-28,135.8874053955078,137.511507557848,134.92090778300894,137.4019042655953,37328600
2024-02-29,137.95989990234375,138.35844905187955,135.90732769157543,136.7841540649648,42133000
2024-03-01,136.6446533203125,138.36840034880373,136.42544673822982,137.9299871846384,31119500
2024-03-04,132.86834716796875,135.17000103766665,131.43354600148837,135.17000103766665,55999400
2024-03-05,132.1907958984375,132.75874436377524,130.1980198718621,131.40365605755701,40194800
2024-03-06,130.9253692626953,133.09750287827276,130.37736805851614,132.63915773615787,35318600
2024-03-07,133.89462280273438,134.4525976438854,131.1346238166757,132.31035434571908,37738200
2024-03-08,134.9208984375,137.59121089480263,133.51598775330365,133.72523591626486,39343100
