Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2016-01-04,48.337432861328125,48.337432861328125,47.09371435936375,47.91403968670513,53778000
2016-01-05,48.55792999267578,48.857833786239276,48.10807598474476,48.45208258460291,34079700
2016-01-06,47.67585754394531,47.98458389912197,47.31420917032506,47.9140167214262,39518900
2016-01-07,46.017578125,47.18191331297471,45.929372494239836,46.485077389550405,56564900
2016-01-08,46.15871047973633,46.99667402944371,45.99993765951559,46.193990711585066,48754000
2016-01-11,46.13224792480469,46.61738562141389,45.39130918940603,46.31748176744707,36943800
2016-01-12,46.55563735961914,46.83789939243428,45.92054946819949,46.537995561964586,36095500
2016-01-13,45.55008316040039,47.69351300720134,45.25017929889818,47.45535376146466,66883600
2016-01-14,46.84672927856445,47.12016877277577,45.48834093080779,45.867631227451916,52381900
2016-01-15,44.97674560546875,45.84117370222744,44.403398825506436,45.25900770380507,71820700
2016-01-19,44.597442626953125,45.5853596908432,44.15640780282719,45.408945088227085,43564500
2016-01-20,44.800315856933594,45.320737056286156,43.30961607726805,44.085838268552735,63273000
2016-01-21,44.526885986328125,45.49716484811643,44.368113142850575,44.98556271583777,40191200
2016-01-22,46.12342834472656,46.15871194252242,45.214894208043,45.34720601736295,37555800
2016-01-25,45.68239974975586,46.440980382553946,45.55891050531516,45.81470821244395,34707700
2016-01-26,46.017578125,46.25573736584738,45.47069581166292,45.682394036248084,28900800
2016-01-27,45.179622650146484,46.04405077315202,45.003207992122356,45.876455333855716,36775200
2016-01-28,45.92054748535156,46.05285591480436,45.20606985292313,45.74413288125246,62513800
2016-01-29,48.59321975708008,48.59321975708008,47.63176365246494,48.275674127691026,83611700
2016-02-01,48.25803756713867,48.59322503062855,48.07280371816896,48.40799118165884,44208500
2016-02-02,46.74970245361328,47.86110899368365,46.4409793493797,47.781722571905085,56313800
2016-02-03,46.00876235961914,47.093707850545925,45.214898163902284,46.970218612285386,57559800
2016-02-04,45.867637634277344,46.582115508765405,45.31193262078663,45.95584328379594,46987100
2016-02-05,44.24461364746094,45.86762194311827,43.71537320174105,45.814696552614805,62009000
2016-02-08,43.58305740356445,43.72418840044481,42.506931449334,43.70654660523122,59290500
2016-02-09,43.46839141845703,44.31518084251649,42.93032839181185,43.239054789226124,46740500
2016-02-10,43.84769821166992,44.44750607154382,43.68010612561073,44.00647107839124,38237000
2016-02-11,43.830047607421875,44.20051867699383,42.789204963388734,42.93915858066264,48878600
2016-02-12,44.544517517089844,44.703290323960815,43.882965276737025,44.3240001036389,34243300
2016-02-16,45.388511657714844,45.388511657714844,44.53564554875329,45.21971629937516,37291200
2016-02-17,46.57007598876953,46.88101902112108,45.70832752473842,45.743864452262244,40789000
2016-02-18,46.365760803222656,47.040949118716625,46.285804381361245,46.490140095332,27176000
2016-02-19,46.03704071044922,46.445705255091276,45.77940304096206,46.170302508870385,33559100
2016-02-22,46.774417877197266,47.08535756210638,46.44570633716375,46.44570633716375,25008300
2016-02-23,45.46846008300781,46.525658299786244,45.29077882759438,46.499007297620054,28895300
2016-02-24,45.62837600708008,45.75275187771341,44.59782872170471,45.03314426892135,33014500
2016-02-25,46.28579330444336,46.28579330444336,44.962074779177854,45.957085155006666,26939500
2016-02-26,45.575069427490234,46.80106641432696,45.39738816448679,46.7299925535303,35975900
2016-02-29,45.20194625854492,45.886016985357465,45.00649651117318,45.61949337021834,31654000
2016-03-01,46.71221923828125,46.721101774820035,45.23746738775916,45.281890237415936,33024500
2016-03-02,47.04092788696289,47.04981042360986,46.33908887728403,46.561189572322576,29289900
2016-03-03,46.50790023803711,47.05871259192095,46.001510749683995,47.05871259192095,24427800
2016-03-04,46.223602294921875,46.59673327917048,45.93931363501253,46.55231381149492,33034200
2016-03-07,45.3351936340332,46.019264194214614,44.93541508668273,45.80604942082606,38407800
2016-03-08,45.886024475097656,46.31245758434076,44.95319844782744,45.13087975725934,33835100
2016-03-09,46.943206787109375,46.952089324465575,46.07257239972057,46.09922340077711,28251600
2016-03-10,46.24136734008789,47.03204532879926,45.45068935137652,47.023162791516306,38387800
2016-03-11,47.14754867553711,47.14754867553711,46.53455180299354,47.08536073436553,32275700
2016-03-14,47.23638916015625,47.60952020831502,46.756654082507445,46.82772456516371,24083600
2016-03-15,47.6095085144043,47.6095085144043,46.854367453092976,46.863249990372495,21104800
2016-03-16,48.284690856933594,48.506791557083226,47.44071090755521,47.48513036978758,31691700
2016-03-17,48.560096740722656,48.86215382721403,47.973751030355594,48.16031480433881,28223900
2016-03-18,47.52067184448242,48.83550770856334,47.485134915699355,48.79108485309048,67625500
2016-03-21,47.84938049316406,47.9115684247291,47.02316552924217,47.30745418467894,23925700
2016-03-22,48.03594970703125,48.1958625173785,47.49402333740875,47.62728514236095,23124100
2016-03-23,47.94710922241211,48.186978430225466,47.74277694664259,48.071485095577174,20129000
2016-03-24,48.160316467285156,48.266927246660536,47.73388351674716,47.83160837001401,19950000
2016-03-28,47.56510543823242,48.231407800366455,47.37854159019226,48.16033392169074,17025100
2016-03-29,48.604530334472656,48.73779214834221,47.48514397612548,47.67170780435189,23924300
2016-03-30,48.906578063964844,49.43073590084389,48.773319664818814,48.799970666850406,23008300
2016-03-31,49.06649398803711,49.38631958879592,48.737785849029784,48.817742249219485,26360500
2016-04-01,49.3685417175293,49.404078641729335,48.480138946454105,48.906571869891685,24399200
2016-04-04,49.24417495727539,49.4485072256431,48.86216142411327,49.24417495727539,18928800
2016-04-05,48.47126388549805,49.12868013965226,48.38242156129603,49.030955277524114,19272300
2016-04-06,48.96876907348633,49.039842935356575,48.160322534147696,48.29358433066028,21188700
2016-04-07,48.3824348449707,48.78221694117189,48.17810252668767,48.74668000173421,19225100
2016-04-08,48.34688186645508,49.11090886595382,48.25804293632227,48.56898258077504,22167200
2016-04-11,48.24916458129883,48.99542318166154,48.24027865412251,48.40907738059,21414200
2016-04-12,48.55122375488281,48.666713701122376,47.76054226338662,48.30246861831581,24944300
2016-04-13,49.1731071472168,49.25306355676466,48.764442560189366,48.96877485370308,20818000
2016-04-14,49.18198013305664,49.377429835848844,48.92434250464652,49.057604281820794,20877100
2016-04-15,49.43962097167969,49.679486763787914,48.959882609487245,49.128677934412146,28793800
2016-04-18,50.15921401977539,50.27470731598738,49.048710680395025,49.297465732927556,23786000
2016-04-19,50.09703826904297,50.434632315109596,49.466273032462,50.31025645313454,29596800
2016-04-20,49.386314392089844,50.1947608471661,49.29747546299976,50.008197062684175,36195700
2016-04-21,49.55511474609375,49.9548967455794,49.23528914650523,49.57288321151403,38909100
2016-04-22,46.001495361328125,46.57895853016717,45.10421003498054,46.11698867289347,126834100
2016-04-25,46.294677734375,46.31244619984927,45.86824472995734,46.00150313753196,33226900
2016-04-26,45.69944381713867,46.50789031812325,45.38850415867849,46.42793392180661,33532600
2016-04-27,45.255245208740234,45.75275208248853,44.908768599285736,45.73498361674877,43369300
2016-04-28,44.3313102722168,45.10421991964193,44.029253121994905,44.9709581164014,43134800
2016-04-29,44.30464553833008,44.642239542493336,43.842675687629736,43.842675687629736,48411700
